*******************************************************************************
 Revised: July 31, 2013             Moon / (Earth)                          301
 
 GEOPHYSICAL DATA (updated 2018-Aug-15):
  Vol. mean radius, km  = 1737.53+-0.03    Mass, x10^22 kg       =    7.349
  Radius (gravity), km  = 1738.0           Surface emissivity    =    0.92
  Radius (IAU), km      = 1737.4           GM, km^3/s^2          = 4902.800066
  Density, g/cm^3       =    3.3437        GM 1-sigma, km^3/s^2  =  +-0.0001  
  V(1,0)                =   +0.21          Surface accel., m/s^2 =    1.62
  Earth/Moon mass ratio = 81.3005690769    Farside crust. thick. = ~80 - 90 km
  Mean crustal density  = 2.97+-.07 g/cm^3 Nearside crust. thick.= 58+-8 km 
  Heat flow, Apollo 15  = 3.1+-.6 mW/m^2   Mean angular diameter = 31'05.2"
  Heat flow, Apollo 17  = 2.2+-.5 mW/m^2   Sid. rot. rate, rad/s = 0.0000026617
  Geometric Albedo      = 0.12             Mean solar day        = 29.5306 d
  Obliquity to orbit    = 6.67 deg         Orbit period          = 27.321582 d
  Semi-major axis, a    = 384400 km        Eccentricity          = 0.05490
  Mean motion, rad/s    = 2.6616995x10^-6  Inclination           = 5.145 deg
  Apsidal period        = 3231.50 d        Nodal period          = 6798.38 d
                                 Perihelion  Aphelion    Mean
  Solar Constant (W/m^2)         1414+-7     1323+-7     1368+-7
  Maximum Planetary IR (W/m^2)   1314        1226        1268
  Minimum Planetary IR (W/m^2)      5.2         5.2         5.2
********************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Mon Jun  8 11:26:02 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Moon (301)                      {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2026-Apr-02 01:58:33.0000 TDB
Stop  time      : A.D. 2026-Apr-10 23:54:22.0000 TDB
Step-size       : 1 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
EOP file        : eop.260605.p260901
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2026-JUN-05. PREDICTS-> 2026-AUG-31
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
2461134.617048611, A.D. 2026-Apr-04 02:48:33.0000, -3.180119244828509E+05, -2.405583134212189E+05, -3.089311246589458E+04,  5.715018880183745E-01, -8.024226465475771E-01, -4.809191556971204E-02,
2461134.617743055, A.D. 2026-Apr-04 02:49:33.0000, -3.179776308124962E+05, -2.406064560505318E+05, -3.089599762788655E+04,  5.716204546996183E-01, -8.023316610446564E-01, -4.808015067441435E-02,
2461134.618437500, A.D. 2026-Apr-04 02:50:33.0000, -3.179433300285799E+05, -2.406545932202037E+05, -3.089888208395689E+04,  5.717390067353612E-01, -8.022406585145894E-01, -4.806838484859599E-02,
2461134.619131945, A.D. 2026-Apr-04 02:51:33.0000, -3.179090221319809E+05, -2.407027249292131E+05, -3.090176583404977E+04,  5.718575441235711E-01, -8.021496389597694E-01, -4.805661809253220E-02,
2461134.619826389, A.D. 2026-Apr-04 02:52:33.0000, -3.178747071235781E+05, -2.407508511765384E+05, -3.090464887810939E+04,  5.719760668622166E-01, -8.020586023825899E-01, -4.804485040649831E-02,
2461134.620520833, A.D. 2026-Apr-04 02:53:33.0000, -3.178403850042504E+05, -2.407989719611586E+05, -3.090753121607995E+04,  5.720945749492667E-01, -8.019675487854446E-01, -4.803308179076948E-02,
2461134.621215278, A.D. 2026-Apr-04 02:54:33.0000, -3.178060557748772E+05, -2.408470872820524E+05, -3.091041284790570E+04,  5.722130683826908E-01, -8.018764781707272E-01, -4.802131224562101E-02,
2461134.621909722, A.D. 2026-Apr-04 02:55:33.0000, -3.177717194363376E+05, -2.408951971381988E+05, -3.091329377353084E+04,  5.723315471604585E-01, -8.017853905408314E-01, -4.800954177132816E-02,
2461134.622604167, A.D. 2026-Apr-04 02:56:33.0000, -3.177373759895111E+05, -2.409433015285770E+05, -3.091617399289968E+04,  5.724500112805403E-01, -8.016942858981515E-01, -4.799777036816621E-02,
2461134.623298611, A.D. 2026-Apr-04 02:57:33.0000, -3.177030254352771E+05, -2.409914004521663E+05, -3.091905350595644E+04,  5.725684607409065E-01, -8.016031642450817E-01, -4.798599803641029E-02,
2461134.623993055, A.D. 2026-Apr-04 02:58:33.0000, -3.176686677745155E+05, -2.410394939079462E+05, -3.092193231264548E+04,  5.726868955395286E-01, -8.015120255840160E-01, -4.797422477633573E-02,
2461134.624687500, A.D. 2026-Apr-04 02:59:33.0000, -3.176343030081057E+05, -2.410875818948963E+05, -3.092481041291107E+04,  5.728053156743775E-01, -8.014208699173492E-01, -4.796245058821780E-02,
2461134.625381944, A.D. 2026-Apr-04 03:00:33.0000, -3.175999311369278E+05, -2.411356644119962E+05, -3.092768780669752E+04,  5.729237211434256E-01, -8.013296972474759E-01, -4.795067547233162E-02,
2461134.626076389, A.D. 2026-Apr-04 03:01:33.0000, -3.175655521618619E+05, -2.411837414582260E+05, -3.093056449394919E+04,  5.730421119446448E-01, -8.012385075767907E-01, -4.793889942895246E-02,
2461134.626770834, A.D. 2026-Apr-04 03:02:33.0000, -3.175311660837879E+05, -2.412318130325655E+05, -3.093344047461044E+04,  5.731604880760079E-01, -8.011473009076884E-01, -4.792712245835568E-02,
2461134.627465278, A.D. 2026-Apr-04 03:03:33.0000, -3.174967729035862E+05, -2.412798791339950E+05, -3.093631574862565E+04,  5.732788495354881E-01, -8.010560772425641E-01, -4.791534456081642E-02,
2461134.628159722, A.D. 2026-Apr-04 03:04:33.0000, -3.174623726221371E+05, -2.413279397614948E+05, -3.093919031593921E+04,  5.733971963210589E-01, -8.009648365838131E-01, -4.790356573660998E-02,
2461134.628854167, A.D. 2026-Apr-04 03:05:33.0000, -3.174279652403212E+05, -2.413759949140452E+05, -3.094206417649552E+04,  5.735155284306942E-01, -8.008735789338307E-01, -4.789178598601135E-02,
2461134.629548611, A.D. 2026-Apr-04 03:06:33.0000, -3.173935507590190E+05, -2.414240445906270E+05, -3.094493733023902E+04,  5.736338458623684E-01, -8.007823042950123E-01, -4.788000530929604E-02,
2461134.630243056, A.D. 2026-Apr-04 03:07:33.0000, -3.173591291791113E+05, -2.414720887902209E+05, -3.094780977711412E+04,  5.737521486140563E-01, -8.006910126697536E-01, -4.786822370673904E-02,
2461134.630937500, A.D. 2026-Apr-04 03:08:33.0000, -3.173247005014789E+05, -2.415201275118077E+05, -3.095068151706530E+04,  5.738704366837333E-01, -8.005997040604500E-01, -4.785644117861582E-02,
2461134.631631944, A.D. 2026-Apr-04 03:09:33.0000, -3.172902647270029E+05, -2.415681607543685E+05, -3.095355255003706E+04,  5.739887100693746E-01, -8.005083784694977E-01, -4.784465772520136E-02,
2461134.632326389, A.D. 2026-Apr-04 03:10:33.0000, -3.172558218565643E+05, -2.416161885168845E+05, -3.095642287597382E+04,  5.741069687689566E-01, -8.004170358992927E-01, -4.783287334677100E-02,
2461134.633020833, A.D. 2026-Apr-04 03:11:33.0000, -3.172213718910444E+05, -2.416642107983369E+05, -3.095929249482017E+04,  5.742252127804556E-01, -8.003256763522311E-01, -4.782108804360002E-02,
2461134.633715278, A.D. 2026-Apr-04 03:12:33.0000, -3.171869148313244E+05, -2.417122275977073E+05, -3.096216140652058E+04,  5.743434421018481E-01, -8.002342998307092E-01, -4.780930181596338E-02,
2461134.634409722, A.D. 2026-Apr-04 03:13:33.0000, -3.171524506782860E+05, -2.417602389139771E+05, -3.096502961101959E+04,  5.744616567311119E-01, -8.001429063371234E-01, -4.779751466413645E-02,
2461134.635104167, A.D. 2026-Apr-04 03:14:33.0000, -3.171179794328106E+05, -2.418082447461283E+05, -3.096789710826179E+04,  5.745798566662248E-01, -8.000514958738703E-01, -4.778572658839447E-02,
2461134.635798611, A.D. 2026-Apr-04 03:15:33.0000, -3.170835010957800E+05, -2.418562450931427E+05, -3.097076389819173E+04,  5.746980419051644E-01, -7.999600684433466E-01, -4.777393758901261E-02,
2461134.636493056, A.D. 2026-Apr-04 03:16:33.0000, -3.170490156680759E+05, -2.419042399540022E+05, -3.097362998075401E+04,  5.748162124459095E-01, -7.998686240479493E-01, -4.776214766626613E-02,
2461134.637187500, A.D. 2026-Apr-04 03:17:33.0000, -3.170145231505805E+05, -2.419522293276892E+05, -3.097649535589322E+04,  5.749343682864391E-01, -7.997771626900754E-01, -4.775035682043005E-02,
2461134.637881944, A.D. 2026-Apr-04 03:18:33.0000, -3.169800235441757E+05, -2.420002132131858E+05, -3.097936002355399E+04,  5.750525094247324E-01, -7.996856843721218E-01, -4.773856505177965E-02,
2461134.638576389, A.D. 2026-Apr-04 03:19:33.0000, -3.169455168497436E+05, -2.420481916094747E+05, -3.098222398368099E+04,  5.751706358587692E-01, -7.995941890964864E-01, -4.772677236059014E-02,
2461134.639270833, A.D. 2026-Apr-04 03:20:33.0000, -3.169110030681667E+05, -2.420961645155383E+05, -3.098508723621884E+04,  5.752887475865298E-01, -7.995026768655660E-01, -4.771497874713676E-02,
2461134.639965278, A.D. 2026-Apr-04 03:21:33.0000, -3.168764822003274E+05, -2.421441319303595E+05, -3.098794978111221E+04,  5.754068446059946E-01, -7.994111476817581E-01, -4.770318421169467E-02,
2461134.640659722, A.D. 2026-Apr-04 03:22:33.0000, -3.168419542471082E+05, -2.421920938529211E+05, -3.099081161830580E+04,  5.755249269151448E-01, -7.993196015474610E-01, -4.769138875453893E-02,
2461134.641354166, A.D. 2026-Apr-04 03:23:33.0000, -3.168074192093918E+05, -2.422400502822062E+05, -3.099367274774432E+04,  5.756429945119619E-01, -7.992280384650721E-01, -4.767959237594482E-02,
2461134.642048611, A.D. 2026-Apr-04 03:24:33.0000, -3.167728770880610E+05, -2.422880012171980E+05, -3.099653316937247E+04,  5.757610473944276E-01, -7.991364584369894E-01, -4.766779507618751E-02,
2461134.642743056, A.D. 2026-Apr-04 03:25:33.0000, -3.167383278839988E+05, -2.423359466568798E+05, -3.099939288313505E+04,  5.758790855605243E-01, -7.990448614656113E-01, -4.765599685554223E-02,
2461134.643437500, A.D. 2026-Apr-04 03:26:33.0000, -3.167037715980881E+05, -2.423838866002350E+05, -3.100225188897674E+04,  5.759971090082343E-01, -7.989532475533360E-01, -4.764419771428402E-02,
2461134.644131945, A.D. 2026-Apr-04 03:27:33.0000, -3.166692082312122E+05, -2.424318210462474E+05, -3.100511018684233E+04,  5.761151177355411E-01, -7.988616167025617E-01, -4.763239765268823E-02,
2461134.644826389, A.D. 2026-Apr-04 03:28:33.0000, -3.166346377842543E+05, -2.424797499939006E+05, -3.100796777667665E+04,  5.762331117404282E-01, -7.987699689156871E-01, -4.762059667102991E-02,
2461134.645520833, A.D. 2026-Apr-04 03:29:33.0000, -3.166000602580979E+05, -2.425276734421786E+05, -3.101082465842446E+04,  5.763510910208793E-01, -7.986783041951109E-01, -4.760879476958424E-02,
2461134.646215278, A.D. 2026-Apr-04 03:30:33.0000, -3.165654756536263E+05, -2.425755913900654E+05, -3.101368083203063E+04,  5.764690555748790E-01, -7.985866225432317E-01, -4.759699194862632E-02,
2461134.646909722, A.D. 2026-Apr-04 03:31:33.0000, -3.165308839717234E+05, -2.426235038365452E+05, -3.101653629743992E+04,  5.765870054004119E-01, -7.984949239624489E-01, -4.758518820843149E-02,
2461134.647604167, A.D. 2026-Apr-04 03:32:33.0000, -3.164962852132729E+05, -2.426714107806024E+05, -3.101939105459723E+04,  5.767049404954632E-01, -7.984032084551613E-01, -4.757338354927476E-02,
2461134.648298611, A.D. 2026-Apr-04 03:33:33.0000, -3.164616793791587E+05, -2.427193122212213E+05, -3.102224510344747E+04,  5.768228608580184E-01, -7.983114760237681E-01, -4.756157797143140E-02,
2461134.648993055, A.D. 2026-Apr-04 03:34:33.0000, -3.164270664702646E+05, -2.427672081573868E+05, -3.102509844393547E+04,  5.769407664860635E-01, -7.982197266706690E-01, -4.754977147517636E-02,
2461134.649687500, A.D. 2026-Apr-04 03:35:33.0000, -3.163924464874751E+05, -2.428150985880835E+05, -3.102795107600611E+04,  5.770586573775850E-01, -7.981279603982632E-01, -4.753796406078498E-02,
2461134.650381945, A.D. 2026-Apr-04 03:36:33.0000, -3.163578194316741E+05, -2.428629835122962E+05, -3.103080299960439E+04,  5.771765335305701E-01, -7.980361772089506E-01, -4.752615572853236E-02,
2461134.651076389, A.D. 2026-Apr-04 03:37:33.0000, -3.163231853037462E+05, -2.429108629290102E+05, -3.103365421467519E+04,  5.772943949430053E-01, -7.979443771051306E-01, -4.751434647869379E-02,
2461134.651770833, A.D. 2026-Apr-04 03:38:33.0000, -3.162885441045758E+05, -2.429587368372106E+05, -3.103650472116350E+04,  5.774122416128787E-01, -7.978525600892037E-01, -4.750253631154394E-02,
2461134.652465278, A.D. 2026-Apr-04 03:39:33.0000, -3.162538958350475E+05, -2.430066052358828E+05, -3.103935451901423E+04,  5.775300735381785E-01, -7.977607261635697E-01, -4.749072522735842E-02,
2461134.653159722, A.D. 2026-Apr-04 03:40:33.0000, -3.162192404960461E+05, -2.430544681240121E+05, -3.104220360817244E+04,  5.776478907168929E-01, -7.976688753306288E-01, -4.747891322641223E-02,
2461134.653854167, A.D. 2026-Apr-04 03:41:33.0000, -3.161845780884565E+05, -2.431023255005843E+05, -3.104505198858307E+04,  5.777656931470110E-01, -7.975770075927813E-01, -4.746710030898049E-02,
2461134.654548611, A.D. 2026-Apr-04 03:42:33.0000, -3.161499086131635E+05, -2.431501773645852E+05, -3.104789966019118E+04,  5.778834808265220E-01, -7.974851229524279E-01, -4.745528647533831E-02,
2461134.655243055, A.D. 2026-Apr-04 03:43:33.0000, -3.161152320710524E+05, -2.431980237150007E+05, -3.105074662294179E+04,  5.780012537534157E-01, -7.973932214119691E-01, -4.744347172576080E-02,
2461134.655937500, A.D. 2026-Apr-04 03:44:33.0000, -3.160805484630082E+05, -2.432458645508167E+05, -3.105359287677998E+04,  5.781190119256823E-01, -7.973013029738056E-01, -4.743165606052324E-02,
2461134.656631944, A.D. 2026-Apr-04 03:45:33.0000, -3.160458577899164E+05, -2.432936998710196E+05, -3.105643842165075E+04,  5.782367553413122E-01, -7.972093676403386E-01, -4.741983947990047E-02,
2461134.657326389, A.D. 2026-Apr-04 03:46:33.0000, -3.160111600526624E+05, -2.433415296745957E+05, -3.105928325749925E+04,  5.783544839982964E-01, -7.971174154139687E-01, -4.740802198416788E-02,
2461134.658020834, A.D. 2026-Apr-04 03:47:33.0000, -3.159764552521318E+05, -2.433893539605314E+05, -3.106212738427057E+04,  5.784721978946266E-01, -7.970254462970976E-01, -4.739620357360047E-02,
2461134.658715278, A.D. 2026-Apr-04 03:48:33.0000, -3.159417433892103E+05, -2.434371727278136E+05, -3.106497080190979E+04,  5.785898970282944E-01, -7.969334602921261E-01, -4.738438424847335E-02,
2461134.659409722, A.D. 2026-Apr-04 03:49:33.0000, -3.159070244647837E+05, -2.434849859754288E+05, -3.106781351036209E+04,  5.787075813972919E-01, -7.968414574014562E-01, -4.737256400906170E-02,
2461134.660104167, A.D. 2026-Apr-04 03:50:33.0000, -3.158722984797379E+05, -2.435327937023641E+05, -3.107065550957259E+04,  5.788252509996119E-01, -7.967494376274891E-01, -4.736074285564057E-02,
2461134.660798611, A.D. 2026-Apr-04 03:51:33.0000, -3.158375654349591E+05, -2.435805959076064E+05, -3.107349679948649E+04,  5.789429058332474E-01, -7.966574009726266E-01, -4.734892078848507E-02,
2461134.661493056, A.D. 2026-Apr-04 03:52:33.0000, -3.158028253313334E+05, -2.436283925901432E+05, -3.107633738004894E+04,  5.790605458961919E-01, -7.965653474392710E-01, -4.733709780787038E-02,
2461134.662187500, A.D. 2026-Apr-04 03:53:33.0000, -3.157680781697471E+05, -2.436761837489617E+05, -3.107917725120518E+04,  5.791781711864393E-01, -7.964732770298235E-01, -4.732527391407154E-02,
2461134.662881944, A.D. 2026-Apr-04 03:54:33.0000, -3.157333239510865E+05, -2.437239693830493E+05, -3.108201641290038E+04,  5.792957817019838E-01, -7.963811897466870E-01, -4.731344910736357E-02,
2461134.663576389, A.D. 2026-Apr-04 03:55:33.0000, -3.156985626762383E+05, -2.437717494913938E+05, -3.108485486507979E+04,  5.794133774408203E-01, -7.962890855922636E-01, -4.730162338802169E-02,
2461134.664270833, A.D. 2026-Apr-04 03:56:33.0000, -3.156637943460892E+05, -2.438195240729830E+05, -3.108769260768870E+04,  5.795309584009439E-01, -7.961969645689555E-01, -4.728979675632095E-02,
2461134.664965278, A.D. 2026-Apr-04 03:57:33.0000, -3.156290189615258E+05, -2.438672931268048E+05, -3.109052964067231E+04,  5.796485245803498E-01, -7.961048266791654E-01, -4.727796921253646E-02,
2461134.665659722, A.D. 2026-Apr-04 03:58:33.0000, -3.155942365234352E+05, -2.439150566518472E+05, -3.109336596397597E+04,  5.797660759770343E-01, -7.960126719252961E-01, -4.726614075694330E-02,
2461134.666354167, A.D. 2026-Apr-04 03:59:33.0000, -3.155594470327043E+05, -2.439628146470986E+05, -3.109620157754493E+04,  5.798836125889938E-01, -7.959205003097503E-01, -4.725431138981645E-02,
2461134.667048611, A.D. 2026-Apr-04 04:00:33.0000, -3.155246504902203E+05, -2.440105671115472E+05, -3.109903648132453E+04,  5.800011344142249E-01, -7.958283118349310E-01, -4.724248111143126E-02,
2461134.667743056, A.D. 2026-Apr-04 04:01:33.0000, -3.154898468968704E+05, -2.440583140441816E+05, -3.110187067526007E+04,  5.801186414507248E-01, -7.957361065032413E-01, -4.723064992206255E-02,
2461134.668437500, A.D. 2026-Apr-04 04:02:33.0000, -3.154550362535420E+05, -2.441060554439905E+05, -3.110470415929695E+04,  5.802361336964912E-01, -7.956438843170847E-01, -4.721881782198539E-02,
2461134.669131944, A.D. 2026-Apr-04 04:03:33.0000, -3.154202185611226E+05, -2.441537913099626E+05, -3.110753693338050E+04,  5.803536111495220E-01, -7.955516452788641E-01, -4.720698481147512E-02,
2461134.669826389, A.D. 2026-Apr-04 04:04:33.0000, -3.153853938204999E+05, -2.442015216410870E+05, -3.111036899745613E+04,  5.804710738078158E-01, -7.954593893909836E-01, -4.719515089080656E-02,
2461134.670520833, A.D. 2026-Apr-04 04:05:33.0000, -3.153505620325616E+05, -2.442492464363526E+05, -3.111320035146920E+04,  5.805885216693715E-01, -7.953671166558463E-01, -4.718331606025494E-02,
2461134.671215278, A.D. 2026-Apr-04 04:06:33.0000, -3.153157231981956E+05, -2.442969656947488E+05, -3.111603099536516E+04,  5.807059547321883E-01, -7.952748270758565E-01, -4.717148032009510E-02,
2461134.671909722, A.D. 2026-Apr-04 04:07:33.0000, -3.152808773182898E+05, -2.443446794152649E+05, -3.111886092908942E+04,  5.808233729942658E-01, -7.951825206534179E-01, -4.715964367060244E-02,
2461134.672604166, A.D. 2026-Apr-04 04:08:33.0000, -3.152460243937323E+05, -2.443923875968904E+05, -3.112169015258746E+04,  5.809407764536041E-01, -7.950901973909343E-01, -4.714780611205166E-02,
2461134.673298611, A.D. 2026-Apr-04 04:09:33.0000, -3.152111644254114E+05, -2.444400902386150E+05, -3.112451866580470E+04,  5.810581651082039E-01, -7.949978572908105E-01, -4.713596764471817E-02,
2461134.673993056, A.D. 2026-Apr-04 04:10:33.0000, -3.151762974142155E+05, -2.444877873394286E+05, -3.112734646868664E+04,  5.811755389560658E-01, -7.949055003554504E-01, -4.712412826887669E-02,
2461134.674687500, A.D. 2026-Apr-04 04:11:33.0000, -3.151414233610329E+05, -2.445354788983210E+05, -3.113017356117880E+04,  5.812928979951916E-01, -7.948131265872587E-01, -4.711228798480255E-02,
2461134.675381945, A.D. 2026-Apr-04 04:12:33.0000, -3.151065422667523E+05, -2.445831649142824E+05, -3.113299994322666E+04,  5.814102422235825E-01, -7.947207359886397E-01, -4.710044679277070E-02,
2461134.676076389, A.D. 2026-Apr-04 04:13:33.0000, -3.150716541322623E+05, -2.446308453863031E+05, -3.113582561477578E+04,  5.815275716392411E-01, -7.946283285619986E-01, -4.708860469305598E-02,
2461134.676770833, A.D. 2026-Apr-04 04:14:33.0000, -3.150367589584519E+05, -2.446785203133734E+05, -3.113865057577168E+04,  5.816448862401697E-01, -7.945359043097399E-01, -4.707676168593389E-02,
2461134.677465278, A.D. 2026-Apr-04 04:15:33.0000, -3.150018567462098E+05, -2.447261896944838E+05, -3.114147482615996E+04,  5.817621860243717E-01, -7.944434632342688E-01, -4.706491777167893E-02,
2461134.678159722, A.D. 2026-Apr-04 04:16:33.0000, -3.149669474964253E+05, -2.447738535286251E+05, -3.114429836588615E+04,  5.818794709898499E-01, -7.943510053379907E-01, -4.705307295056660E-02,
2461134.678854167, A.D. 2026-Apr-04 04:17:33.0000, -3.149320312099874E+05, -2.448215118147880E+05, -3.114712119489590E+04,  5.819967411346088E-01, -7.942585306233103E-01, -4.704122722287174E-02,
2461134.679548611, A.D. 2026-Apr-04 04:18:33.0000, -3.148971078877856E+05, -2.448691645519636E+05, -3.114994331313476E+04,  5.821139964566520E-01, -7.941660390926335E-01, -4.702938058886935E-02,
2461134.680243055, A.D. 2026-Apr-04 04:19:33.0000, -3.148621775307091E+05, -2.449168117391428E+05, -3.115276472054844E+04,  5.822312369539846E-01, -7.940735307483660E-01, -4.701753304883444E-02,
2461134.680937500, A.D. 2026-Apr-04 04:20:33.0000, -3.148272401396476E+05, -2.449644533753171E+05, -3.115558541708250E+04,  5.823484626246114E-01, -7.939810055929130E-01, -4.700568460304216E-02,
2461134.681631945, A.D. 2026-Apr-04 04:21:33.0000, -3.147922957154908E+05, -2.450120894594778E+05, -3.115840540268268E+04,  5.824656734665380E-01, -7.938884636286806E-01, -4.699383525176748E-02,
2461134.682326389, A.D. 2026-Apr-04 04:22:33.0000, -3.147573442591283E+05, -2.450597199906165E+05, -3.116122467729462E+04,  5.825828694777704E-01, -7.937959048580749E-01, -4.698198499528533E-02,
2461134.683020833, A.D. 2026-Apr-04 04:23:33.0000, -3.147223857714501E+05, -2.451073449677247E+05, -3.116404324086402E+04,  5.827000506563146E-01, -7.937033292835018E-01, -4.697013383387083E-02,
2461134.683715278, A.D. 2026-Apr-04 04:24:33.0000, -3.146874202533462E+05, -2.451549643897944E+05, -3.116686109333660E+04,  5.828172170001777E-01, -7.936107369073675E-01, -4.695828176779904E-02,
2461134.684409722, A.D. 2026-Apr-04 04:25:33.0000, -3.146524477057068E+05, -2.452025782558176E+05, -3.116967823465806E+04,  5.829343685073666E-01, -7.935181277320787E-01, -4.694642879734490E-02,
2461134.685104167, A.D. 2026-Apr-04 04:26:33.0000, -3.146174681294221E+05, -2.452501865647863E+05, -3.117249466477419E+04,  5.830515051758887E-01, -7.934255017600416E-01, -4.693457492278336E-02,
2461134.685798611, A.D. 2026-Apr-04 04:27:33.0000, -3.145824815253825E+05, -2.452977893156929E+05, -3.117531038363071E+04,  5.831686270037523E-01, -7.933328589936629E-01, -4.692272014438958E-02,
2461134.686493055, A.D. 2026-Apr-04 04:28:33.0000, -3.145474878944785E+05, -2.453453865075298E+05, -3.117812539117344E+04,  5.832857339889654E-01, -7.932401994353497E-01, -4.691086446243836E-02,
2461134.687187500, A.D. 2026-Apr-04 04:29:33.0000, -3.145124872376007E+05, -2.453929781392894E+05, -3.118093968734817E+04,  5.834028261295372E-01, -7.931475230875085E-01, -4.689900787720491E-02,
2461134.687881944, A.D. 2026-Apr-04 04:30:33.0000, -3.144774795556399E+05, -2.454405642099645E+05, -3.118375327210066E+04,  5.835199034234766E-01, -7.930548299525465E-01, -4.688715038896413E-02,
2461134.688576389, A.D. 2026-Apr-04 04:31:33.0000, -3.144424648494868E+05, -2.454881447185480E+05, -3.118656614537678E+04,  5.836369658687933E-01, -7.929621200328708E-01, -4.687529199799090E-02,
2461134.689270834, A.D. 2026-Apr-04 04:32:33.0000, -3.144074431200327E+05, -2.455357196640328E+05, -3.118937830712236E+04,  5.837540134634974E-01, -7.928693933308890E-01, -4.686343270456050E-02,
2461134.689965278, A.D. 2026-Apr-04 04:33:33.0000, -3.143724143681683E+05, -2.455832890454121E+05, -3.119218975728327E+04,  5.838710462055992E-01, -7.927766498490085E-01, -4.685157250894761E-02,
2461134.690659722, A.D. 2026-Apr-04 04:34:33.0000, -3.143373785947851E+05, -2.456308528616791E+05, -3.119500049580539E+04,  5.839880640931094E-01, -7.926838895896366E-01, -4.683971141142745E-02,
2461134.691354167, A.D. 2026-Apr-04 04:35:33.0000, -3.143023358007743E+05, -2.456784111118273E+05, -3.119781052263461E+04,  5.841050671240398E-01, -7.925911125551812E-01, -4.682784941227480E-02,
2461134.692048611, A.D. 2026-Apr-04 04:36:33.0000, -3.142672859870274E+05, -2.457259637948503E+05, -3.120061983771685E+04,  5.842220552964015E-01, -7.924983187480504E-01, -4.681598651176477E-02,
2461134.692743056, A.D. 2026-Apr-04 04:37:33.0000, -3.142322291544359E+05, -2.457735109097417E+05, -3.120342844099800E+04,  5.843390286082070E-01, -7.924055081706517E-01, -4.680412271017248E-02,
2461134.693437500, A.D. 2026-Apr-04 04:38:33.0000, -3.141971653038916E+05, -2.458210524554954E+05, -3.120623633242404E+04,  5.844559870574686E-01, -7.923126808253937E-01, -4.679225800777248E-02,
2461134.694131944, A.D. 2026-Apr-04 04:39:33.0000, -3.141620944362863E+05, -2.458685884311055E+05, -3.120904351194094E+04,  5.845729306421992E-01, -7.922198367146842E-01, -4.678039240484022E-02,
2461134.694826389, A.D. 2026-Apr-04 04:40:33.0000, -3.141270165525119E+05, -2.459161188355659E+05, -3.121184997949463E+04,  5.846898593604122E-01, -7.921269758409322E-01, -4.676852590165037E-02,
2461134.695520833, A.D. 2026-Apr-04 04:41:33.0000, -3.140919316534604E+05, -2.459636436678711E+05, -3.121465573503113E+04,  5.848067732101213E-01, -7.920340982065457E-01, -4.675665849847793E-02,
2461134.696215278, A.D. 2026-Apr-04 04:42:33.0000, -3.140568397400241E+05, -2.460111629270156E+05, -3.121746077849643E+04,  5.849236721893407E-01, -7.919412038139336E-01, -4.674479019559796E-02,
2461134.696909722, A.D. 2026-Apr-04 04:43:33.0000, -3.140217408130951E+05, -2.460586766119937E+05, -3.122026510983660E+04,  5.850405562960850E-01, -7.918482926655046E-01, -4.673292099328530E-02,
2461134.697604167, A.D. 2026-Apr-04 04:44:33.0000, -3.139866348735660E+05, -2.461061847218003E+05, -3.122306872899765E+04,  5.851574255283692E-01, -7.917553647636678E-01, -4.672105089181500E-02,
2461134.698298611, A.D. 2026-Apr-04 04:45:33.0000, -3.139515219223293E+05, -2.461536872554303E+05, -3.122587163592567E+04,  5.852742798842084E-01, -7.916624201108320E-01, -4.670917989146195E-02,
2461134.698993056, A.D. 2026-Apr-04 04:46:33.0000, -3.139164019602775E+05, -2.462011842118786E+05, -3.122867383056667E+04,  5.853911193616188E-01, -7.915694587094065E-01, -4.669730799250127E-02,
2461134.699687500, A.D. 2026-Apr-04 04:47:33.0000, -3.138812749883035E+05, -2.462486755901405E+05, -3.123147531286679E+04,  5.855079439586164E-01, -7.914764805618009E-01, -4.668543519520763E-02,
2461134.700381944, A.D. 2026-Apr-04 04:48:33.0000, -3.138461410073001E+05, -2.462961613892112E+05, -3.123427608277212E+04,  5.856247536732180E-01, -7.913834856704244E-01, -4.667356149985608E-02,
2461134.701076389, A.D. 2026-Apr-04 04:49:33.0000, -3.138110000181604E+05, -2.463436416080862E+05, -3.123707614022882E+04,  5.857415485034404E-01, -7.912904740376866E-01, -4.666168690672173E-02,
